neo4j_cypher_p_100,neo4j_gremlin_p_100,titan_bdb_untyped_p_100,titan_bdb_typed_p_100,neo4j_cypher_p_1K,neo4j_gremlin_p_1K,titan_bdb_untyped_p_1K,titan_bdb_typed_p_1K,neo4j_cypher_p_10K,neo4j_gremlin_p_10K
7988282,13910758,64738299,69129089,58872039,77000306,464994306,460709410,1093558573,1370033013
8162830,11678598,69405402,65649986,57969118,85299781,464632434,466021888,1098960563,1355252259
8042175,11386580,65473006,70984210,57305917,75803042,467544271,458849816,1116128403,1354577337
8121173,11417397,65123970,67159764,68597949,76958065,459213537,465593181,1108642537,1352229511
8071859,11192142,68713177,69319962,56914172,80549404,465856022,458733968,1100402285,1356157693
10987913,11059752,65488364,67560143,58583031,88749759,476285483,460833095,1122100937,1356562807
8439410,11040318,64633057,69398462,61112611,97741934,458978434,462259584,1093297501,1355341212
8412505,11078038,69193128,69545775,58092997,77243697,464854050,461533699,1084741339,1353054173
8973711,16060709,64704065,65872398,61801805,80811882,468443187,481567288,1091651081,1368252945
8203013,13682575,69516184,65390803,67428842,87120844,466751288,477384584,1108450646,1354304042
8329270,11692223,64585835,68158008,58849628,76065376,457773067,463003984,1121118203,1364051078
10931708,11450966,65042164,65371693,56913166,77449587,471016088,462954303,1113932688,1367467829
8289270,11205000,68326056,68716097,57816761,75509409,484852874,455491436,1097220425,1376539836
